instance_id,premise,hypothesis,true_label,pred_label,correct,raw_response,is_parse_fail,model,dataset,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
MNLI-Nepali_test_1734,"तर आफ्नो धेरैजसो समय कानूनका अन्य क्षेत्रहरूमा अभ्यास गर्ने वकिलहरूका लागि, पारिवारिक कानून वा सार्वजनिक सहायताका पक्षहरूसँग सम्बन्धित प्रो बोनो मुद्दाहरू कठिन हुन सक्छन्, लेविनले भने।","प्रो बोनो मुद्दाहरू सधैं सजिलो हुँदैनन्, लेविनले भने।",0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_9365,संसार अहिले तीन वर्षअघिको भन्दा साँच्चै धेरै सुरक्षित ठाउँ हो।,धेरै मानिसहरूलाई लाग्छ कि संसार केही वर्षअघि भन्दा सुरक्षित ठाउँ हो।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_9228,यस्ता आक्रमणहरू सामान्य हुनुले गोरले ब्राडलीबारे सही भनिरहेका छन् वा त्यसको उल्टो हो भन्ने कुरा कसरी स्पष्ट पार्छ?,हरेक पटक आक्रमणहरू गोरले ब्राडीबारे सही भनिरहेका छन् वा त्यसको उल्टो हो भनेर किन तुलना गरिन्छ?,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5746,मलाई लाग्छ रक्सी धेरै खराब लागूऔषध हो र यो बढी व्यापक रूपमा स्वीकार गरिएको छ।,"मलाई लाग्छ रक्सी धेरै हानिकारक लागूऔषध हो, र यो हाम्रो समाजमा पूर्ण रूपमा स्वीकार गरिएको छ त्यसको बाबजुद पनि।",0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3647,"समयको अन्तराल, र उनको अनुपस्थितिले सबै शंकाहरूलाई परास्त गर्नेछ।",उनी त्यहाँ हुँदा कुनै शंका हुनेछैन।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_9776,"वाल स्ट्रीट जर्नल वाशिंगटन वायरले रिपोर्ट गरेको छ कि न्यू ह्याम्पशायर राज्य डेमोक्रेटिक पार्टीका अध्यक्षले क्लिन्टनले अर्को हप्ता आफ्नो राज्यमा कोष-संकलन कार्यक्रममा उपस्थित हुँदा घमण्ड गर्नु हुँदैन भन्छन्, तर थप्छन्, 'म निश्चित छैन कि त्यहाँ कसैले आफ्नो जोश नियन्त्रण गर्न सक्छन्।'",वाशिंगटन वायर भन्छ कि क्लिन्टनले उपस्थित हुँदा घमण्ड गर्नु हुँदैन।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_7536,"जब जियुलियानीले टकको पार्टी साइटलाई भिटो गरे र प्रेसलाई यो महत्त्वहीन र अप्रासंगिक छ भने, उनले पत्रिकालाई महत्त्वपूर्ण र प्रासंगिक मात्र बनाए।",जियुलियानीले टकको पार्टी साइटलाई भिटो गरे र प्रेसलाई यसको बारेमा नकारात्मक कुरा गरे।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4753,यस कर्मचारीका लागि एउटा नाम छ - यसलाई 'पास द ट्राश' भनिन्छ।,यी कर्मचारीहरू प्राप्त भएका छन् किनभने तिनीहरू निम्न स्तरका छन्।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3896,सुविधा,शिष्टाचार,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6923,"निस्सन्देह, डाइरेक्ट हिट अध्ययनको मतलब यो होइन कि गोरको साइटमा कोही जाँदैन।",केही मानिसहरू गोरको साइटमा जानेछन्।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_66,के उनीहरूले यस वर्ष कसैलाई ड्राफ्ट गर्न सके?,के उनीहरूले यस वर्ष कसैलाई पाए?,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_9885,"अनि सार्ज, उनी सधैं राम्रो मान्छे थिए, म उनलाई यस्ता कुनै पछाडिबाट दिइएका आदेशहरू स्वीकार गरेको देख्दिनँ।",सार्जले यस्तो प्रकारका आदेशहरू लिने छैनन्।,0,2,0,contradiction,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_8257,टपन्सले आफ्नो विशेषता अनुसार 'टेरियर' हल्लाइन्।,टपन्सले आफ्नो सामान्य टेरियर हल्लाइन्।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_239,"रोमनहरूले ई.सं. ६० मा मन्दिर पूरा गरे र जब तपाईं भित्री भागमा अन्वेषण गर्नुहुन्छ, तपाईंले भित्ताहरूमा रोमन सम्राटहरूको कार्टुचहरू देख्न सक्नुहुन्छ।",यो मन्दिर रोमनहरूद्वारा १९५० वर्षभन्दा अघि पूरा भएको थियो।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7929,"तर त्यसबेलासम्म, देश विश्व व्यापार संगठनमा सामेल भइसकेको थियो, र युरोपेली संघले पोल्याण्ड (चेक गणतन्त्र, हंगेरी, स्लोभाकिया र स्लोभेनियासँगै) लाई युरोपेली संघमा प्रवेश गराउन वार्ता सुरु गर्न सहमत भएको थियो।",युरोपेली संघले थप पाँच देशहरूलाई स्वीकार गर्न सहमत भयो।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5582,"पक्कै, यो जोडी हरेक आगलागीको बीचमा पुग्छ।",यो जोडी नाटकको बीचमा पुग्छ।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4579,"विज्ञापनदाताहरूले हामीलाई प्राय: विद्रोह गर्न आग्रह गर्छन्, र तिनीहरूले हामीलाई प्राय: अनुरूप हुन आग्रह गर्छन्।",विज्ञापनदाताहरूले हामीलाई कामहरू गर्न आग्रह गर्छन्।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6822,स्टीभन पिन्करले औंल्याए कि ब्रह्माण्डको उत्पत्तिको बारेमा बुझ्नु त्यति उपयोगी सीप होइन।,स्टीभन पिन्करले ब्रह्माण्डको उत्पत्तिको बारेमा बुझ्नु उपयोगी सीप हो भन्ने विश्वास गर्दैनन्।,0,2,0,contradiction,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_2260,"उसले अन्ततः भन्यो, 'ओहो, मेरो।'","उसले भन्यो, 'ओहो, मेरो।'",0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_1338,"प्रमुख आकर्षणहरूका लागि लाइनहरू प्रायः लामा भए तापनि, तपाईंलाई मनोरञ्जन दिन सधैं संगीत सडक शोहरू उपलब्ध हुन्छन्।",प्रमुख आकर्षणहरूका लागि प्रायः लामा लाइनहरू हुन्छन्।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4349,"मिस्टर बेरेस्फोर्डले मलाई फोन गरेर भने, जुन मैले पहिले नै शंका गरेको थिएँ, कि मिस जेन फिनको तस्बिर मिस्टर हर्साइमरको कब्जाबाट कहिल्यै बाहिरिएको थिएन - तर केटीले बाधा पुर्‍याई।",मिस्टर बेरेस्फोर्डले मलाई फोन गरेर भने कि मिस्टर हर्साइमरसँग सधैं मिस फिनको तस्बिर थियो।,0,2,0,contradiction,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7216,"एड्रिनले सलाम गरे, लामो लठ्ठी नाकमा, छोटो लठ्ठी छेउमा, हत्केला खुला।",एड्रिनले हात फैलाए।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7117,यदि महिलाले मेरो विरुद्ध चरित्र हत्याको लागि मानहानि मुद्दा दायर गरिन् भने के हुन्छ?,यदि महिलाले मलाई उनको मानहानिको लागि अदालतमा लगिन् भने के हुन्छ?,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2495,यस घटनामा कुनै पनि अष्ट्रेलियालीलाई हानि भएन।,यस घटनामा एक जना पनि अष्ट्रेलियालीलाई चोट लागेन।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_678,तपाईं भन्न सक्नुहुन्छ यो मेरो प्रकार हो।,कसैले भन्न सक्छ कि त्यो व्यक्तिलाई मनपर्ने प्रकार हो।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_9072,"हाम्रा कमाण्डर-इन-चीफको कामोत्तेजना नियन्त्रित छ, र उनी इराकबाट छुटकारा पाउनका लागि सुडानी औषधि कारखानाहरूमा बमबारी गरिरहेका छैनन् भनी थाहा पाउँदा हामी सबैले राम्रोसँग सुत्न सक्छौं।",कमाण्डर-इन-चीफको कामोत्तेजना उत्तम भन्दा कम छ।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_6194,"मूलतः १९२३ मा अल्बानीको कानुनी सहायता समाजको रूपमा स्थापना गरिएको, यसले अब क्यापिटल क्षेत्रभरका आठ काउन्टीहरूमा आय-योग्य ग्राहकहरूलाई सेवा दिन्छ।",कानुनी सहायता समाजले राजधानी क्षेत्रका गरिब मानिसहरूलाई मद्दत गर्छ।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_1921,"हो, मलाई शिक्षक बन्न मन थियो, तर मैले ती सबै गर्नु अघि मलाई यो कस्तो लाग्छ भनेर हेर्न चाहन्थेँ।",म पहिले शिक्षक बन्न चाहन्थेँ।,0,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_8784,वाशिंगटनको मनपर्ने मध्ये एक,यात्राको कुरा आउँदा वाशिंगटनका स्पष्ट मनपर्नेहरू थिए।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3961,"आयोगले १२ टिप्पणीकर्ताहरूबाट नियममा टिप्पणीहरू प्राप्त गर्यो, जसमा इजाजतपत्रधारीहरू, व्यापार संघहरू, र एक कानून फर्म समावेश थिए।",आयोगले वेबसाइटमा १२ जनाबाट टिप्पणीहरू प्राप्त गर्यो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5193,यसले तपाईंको रद्दीटोकरीको डब्बालाई आधामा काट्छ ताकि तपाईं एक छेउमा क्यान र अर्को छेउमा अन्य चीजहरू राख्न सक्नुहुन्छ।,यसले रद्दीटोकरी छुट्याउन सजिलो बनाउँछ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_179,उसले आफ्नो शहर बचाउने थियो वा लड्दै मर्ने थियो।,उनी शहरलाई रोगबाट बचाउन दृढ थिए।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3063,"के त्यो सही हो? ओह, राम्रो छ, त्यो साँच्चै राम्रो छ किनकि म",त्यो साँच्चै राम्रो छ किनभने म त्यहाँ काम गर्न सक्छु।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2474,"‘म हिजोदेखि अझै दुखेको छु,’ एड्रिनले भनिन्।",एड्रिनलाई अघिल्लो दिनको कसरतले दुखेको थियो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5304,"मुख्य चौकको पारिपट्टि, सहरको हल, आधुनिक बनाइएको भए पनि, सुन्दर १५ औं शताब्दीदेखि १६ औं शताब्दीका म्यानुएलिन झ्यालहरू राखेको छ।",म्यानुएलिन विन्डोजहरू सुरुमा राखिएका थिए किनभने तिनीहरूलाई भवनलाई नोक्सान नगरी हटाउन लगभग असम्भव थियो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6635,र्यान्डीको टेक टक र वास्तविक समापनको सट्टा माफी,र्यान्डीको टेक टक र माफी एउटा कमजोर विकल्प हुनेछ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2756,"र मलाई लाग्छ कि जब उनको निधन भयो, त्यो सायद सबैभन्दा ठूलो कुरा थियो—मलाई लाग्छ कि त्यो उनको लागि बढी राहत थियो।",मलाई लाग्छ कि उनको मृत्यु उनका लागि ठूलो मुक्ति थियो; उनले धेरै दुःख पाएकी थिइन्।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_9243,"म तिमीलाई विश्वास गर्न सक्छु?"" म अलि अचम्मित भएँ।",तपाईं धेरै विश्वासयोग्य हुनुहुन्छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4501,"र जब अण्डा फुत्किन्छ, तपाईंले त्यसलाई जोड्ने प्रयास गर्नुहुन्न!"" उसले पागल जस्तो देखिँदैनथ्यो, डेभले आफैंलाई भने।",अण्डा फुत्किन केही मिनेट मात्र बाँकी थियो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_4760,मैले तिमीलाई यहाँ सोफामा बीस हजारमा सुत्नका लागि काममा लगाएको थिइनँ।,उनले तिमीलाई दिउँसो सोफामा सुत्नका लागि काममा लगाएका थिएनन्।,1,2,0,contradiction,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5971,"यो मूल्याङ्कन ४,८०० व्यवसायहरूको अनुमानमा आधारित छ जुन प्रभावित हुनेछन्, जसमध्ये ३,६०० लाई एसबीए एसआईसी कोडद्वारा सानोको रूपमा वर्गीकृत गर्न सकिन्छ।","प्रभावित व्यवसायहरूमध्ये ३,६०० लाई साना व्यवसाय मानिन्छ, एसबीए एसआईसी कोडद्वारा मात्र होइन, तर सर्वसाधारणद्वारा पनि।",1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_2147,"यस प्रकार, तीन दिन पछि, म स्टाइल्स सेन्ट मेरीमा ट्रेनबाट ओर्लें, जुन एउटा बेतुका सानो स्टेशन थियो, जसको कुनै अस्तित्वको स्पष्ट कारण थिएन, हरियाली खेतहरू र ग्रामीण मार्गहरूको बीचमा अवस्थित थियो।",स्टेसन हेर्न लायक थिएन।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_408,'हतार गर्नुहोस्!',मैले हेनरीलाई हतार गर्न भनेँ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7000,"चोकमा जाने सिँढीहरूको दुवैतिर, कछुवाका मूर्तिहरूमाथि उभिएका, प्रार्थना गरिरहेका सवारहरू भएका दुईवटा काँसका हात्तीहरू छन्।",सवारहरूलाई परम्परागत युद्धक कान लगाएको चित्रण गरिएको छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3101,"हो, साँच्चै, त्यसैले म एरोबिक्सको आनन्द लिन्छु र मलाई यो मन पर्ने हुनाले गर्छु, मेरो मतलब मलाई संगीत मन पर्छ र...",म संगीतको कारणले धेरै एरोबिक्स गर्छु।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7113,विल्शायर बुलेभार्ड डाउनटाउन क्षेत्रलाई ला ब्रिया टार पिट्ससँग जोड्ने एक भारतीय ट्रेलको रूपमा सुरु भयो र पछि एक उच्च-स्तरको किनमेल र व्यापारिक जिल्लाको रूपमा विकसित भयो।,विल्शायर बुलेभार्ड शहरको एक फस्टाउँदो भाग मानिन्छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7114,उत्कृष्ट गोप्य कुरा! कहिल्यै सर्कस देख्नुभएको छ?,कस्तो राम्रो गोप्य कुरा! के तपाईंले कहिल्यै सर्कस प्रदर्शन हेर्ने मौका पाउनुभएको छ?,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3776,उनले यसलाई ताने तर टाउको काँडा भएको थियो।,उनले धनुलाई तानिन्।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7004,"जब म यो अनुच्छेदमा पुगेँ, मेरो समस्या समाधान भयो।",मेरो समस्या यो अनुच्छेद र त्यसपछिको अर्को अनुच्छेद पढ्दा समाधान भयो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5234,दुःखद रूपमा जीर्ण पुरानो नौसेना अस्पताल थोरै उत्तरमा फेला पार्न सकिन्छ; यसको विशिष्ट फलामका टेकाहरू सन् १८१९ मा जमैका ल्याइएका थिए र भूकम्प र आँधी दुवैबाट सुरक्षित हुने गरी डिजाइन गरिएका थिए।,अस्पतालका लागि फलामका टेकाहरू अर्को भवनका लागि पुन: प्रयोग गर्न सकिन्छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6653,सालेममा हुनु हाम्रा धेरै ग्राहकहरूको लागि ठूलो प्लस हुनेछ।,हाम्रा ग्राहकहरू उत्साही बोक्सी शिकारीहरू हुन् र सालेमको बोक्सी परीक्षणको इतिहासमा रमाउनेछन्।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2271,"२० को दशकको प्रसाधन सामग्री-र-धूम्रपान उन्मादले निर्मित लिपस्टिक, कंघी, र चुरोटका लागि डिब्बा सहित रत्न-जडित भ्यानिटी केसहरूको सम्पूर्ण संग्रह उत्पादन गर्यो।",ती भ्यानिटी केसहरू हेर्नमा साँच्चै कुरूप थिए।,1,2,0,contradiction,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_1859,"र त्यो, तपाईंलाई थाहा छ, त्यो हामी दुईजनासँग असीमित फ्रान्सेली फ्राइज हुनु हो।",असीमित फ्रान्सेली फ्राइजको विकल्प राम्रो सम्झौता हो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3727,"कादानले मानिसको शरीरमा भएका घाउहरू हेरे, अनौठा घाउहरू जुन उसले बुझ्न सकेन।",मानिसलाई कसरी चोट लागेको थियो भन्ने थाहा थिएन।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_934,"यसका अतिरिक्त, नियमले केही नियन्त्रित व्यवसाय खुलासा आवश्यकताहरूलाई परिमार्जन गर्दछ।",संशोधनहरूले आवश्यकताहरू पूरा गरे।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_8588,"मलाई तथ्यका आधारमा थाहा छ कि, उनीसँग प्रेममा हुनुभन्दा पनि, उसले उनलाई सकारात्मक रूपमा घृणा गर्छ।",उनीहरूबीच घर्षण छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7115,"स्टेशन प्लाजाबाट छोटो बस यात्राले तपाईंलाई रातो-लाख शिंक्यो (पवित्र पुल) मा पुर्याउँछ, जुन दैया नदीमा २८ मिटर (९२ फीट) लामो छ, जहाँबाट तोशोगुको तपाईंको अन्वेषण सुरु हुन्छ।",पवित्र पुलमा बसबाट पुग्न १० मिनेट लाग्छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_1190,"कुनै अचम्म छैन कि उनी छेउमा भएका दुई जना बढी काम, पिटाइ र भोकले मरेका थिए।",उसले देख्न सक्यो कि अरू दुई जना पीडादायी मृत्यु मरेका थिए।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_7580,उसले मायालु आमाको अन्तर्वार्ता लिन्छ।,आमालाई टिभीमा हुन मन पर्छ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4173,र पत्रिका अझै पनि खल्तीमा लपेटिएको थियो!,खल्तीमा टाइम पत्रिका थियो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_76,"एडम्सले 'के, को, कहाँ, कहिले र कसरी' मा ध्यान केन्द्रित गर्न सिफारिस गरे।","एडमको अनुसार, ध्यान केन्द्रित गर्नुपर्ने सबैभन्दा महत्त्वपूर्ण कुराहरू 'को, के, कहाँ, कहिले र कसरी' हुन्।",1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5816,"यसबाहेक, कांग्रेसले जीएओलाई प्रभावकारी कार्यबल भर्ना गर्न, कायम राख्न र उत्प्रेरित गर्न मद्दत गर्ने मुद्दाहरूमा विचार गर्न महत्त्वपूर्ण हुनेछ।",कांग्रेसका निर्णयहरूले नयाँ कर्मचारीहरूलाई काममा राख्न मद्दत गर्नेछ।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4458,इटालियनहरूले राष्ट्रिय सरकारलाई सजिलै स्वीकारेनन्।,इटालियनहरूलाई सरकार मन पराउन मनाउन सकिन्थ्यो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6807,"यो एक पटक मसँगबाट खोसिएको थियो, र मैले निश्चित गरें कि मैले यो पाएको कुरा कसैलाई भन्न दिने छैन जबसम्म एक फोटोग्राफरले यसको दर्जनौं प्रतिलिपि बनाउँदैनन्।",मलाई यसको धेरै वास्ता थियो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_4305,"एक यस्तो समय जब समग्र एजेन्सी बजेटमा दबाब छ, तालिम बजेट बढ्ने सम्भावना छैन।","शेयर बजारमा गिरावट आएमा, तालिम बजेट बढ्नु हुँदैन।",1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_7284,"तपाईंलाई लाग्ला कि ११ मिलियन डलर १९८० को दशकमा डाइमलर-बेन्जको स्टक भएकाहरूको खल्तीबाट आएको हो, तर त्यो आवश्यक छैन।",स्टकले १९८० को दशकमा राम्रो प्रदर्शन गर्यो।,1,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_7970,"पाठहरू २५ मिनेट लामो थिए, अझ लामो भए बच्चाहरूले निरन्तर तनाव सहन सक्ने थिएनन्।",बच्चाहरूले २५ मिनेटको पाठ बिना कुनै समस्या ह्यान्डल गर्न सक्छन्।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5651,र के मैले तुरुन्तै हत्यारालाई न्यायको कठघरामा ल्याउनु पर्ने कठिनाईको बारेमा कुरा गरिनँ?,मैले तुरुन्तै भनें कि हत्यारालाई न्यायको कठघरामा ल्याउन सजिलो हुनेछ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_2555,"होइन, तपाईं गलत हुनुपर्छ।"" डेभले सम्झेअनुसार, टेस्ला एडिसन जस्ता मानिसहरूबाट यस्तै शंकाहरूले ग्रस्त थिए।",डेभलाई टेस्लाको बारेमा केही थाहा थिएन।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_559,"हो, जब मसँग केबल थियो, म सिएनएनमा मात्र राख्थेँ, हेर्नको लागि होइन तर पृष्ठभूमिमा राख्नको लागि किनभने म सधैं सुन्थेँ।",म अहिले पनि केबल प्रयोग गर्छु।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_8667,"म लागूपदार्थ लिन्नँ – मैले आफ्नो जीवनमा कहिल्यै लागूपदार्थ लिएको छैन – मैले कहिल्यै एक गिलास रक्सी पिएको छैन, मैले कहिल्यै एक कप कफी पिएको छैन, मैले कहिल्यै चुरोट पिएको छैन।",मलाई रक्सी पिउन र चुरोट पिउन मन पर्छ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
