instance_id,premise,hypothesis,true_label,pred_label,correct,model,dataset,conf_label0,conf_label1,conf_label2,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
MNLI-Nepali_test_5266,"अधिकांश समीक्षकहरूले यस अवसरलाई उनको खुला पूर्वाग्रह र अपमानजनक अतिशयोक्तिहरू (रोबर्ट बियान्को, युएसए टुडे) को लागि उनलाई आक्रमण गर्ने अर्को अवसरको रूपमा प्रयोग गर्छन्। अरूले दु:ख व्यक्त गर्छन् कि ड्रज टेलिजेनिकभन्दा कम छन् र उनका प्रोमोहरूले वाचा गरेको परिकार प्रदान गर्न असफल हुन्छन्।",केही समीक्षकहरू चाहन्छन् कि ड्रजले उनका प्रोमोहरूले वाचा गरेको परिकार प्रदान गर्थे।,0,1,0,xlmr,mnli,0.0393,0.9594,0.0013,False,False,False,,,
MNLI-Nepali_test_3835,"अन्तमा, म मोमाको ठूलो माटिस कोठामा पुगें, जुन संग्रहालयमा मेरो मनपर्ने हो।",मोमाको मेरो मनपर्ने भाग माटिस कोठा हुनेछ।,0,1,0,xlmr,mnli,0.0756,0.9239,0.0005,False,False,False,,,
MNLI-Nepali_test_8504,"स्वास्थ्य सेवा नीति र अनुसन्धान एजेन्सी (एएचसीपीआर), सामान्य स्वास्थ्य सेवा अन्तर्राष्ट्रिय अनुसन्धान केन्द्र, अमेरिकी स्वास्थ्य तथा मानव सेवा विभाग।",स्वास्थ्य सेवा उद्योगलाई नियमन गर्ने संस्थाहरू।,0,1,0,xlmr,mnli,0.0468,0.9502,0.003,False,False,False,,,
MNLI-Nepali_test_8003,फौजदारी कानुन उल्लङ्घन गर्ने खेलाडीहरूलाई तपाईंले केही तथाकथित चौडा-स्ट्रिप सूटहरू जारी गर्न सक्नुपर्छ।,फौजदारी कानुन उल्लङ्घन गर्ने खेलाडीहरूलाई सोही अनुसार जेल जानुपर्छ।,0,1,0,xlmr,mnli,0.0007,0.9963,0.0031,False,False,False,,,
MNLI-Nepali_test_1714,"उनी माथि पुग्दा हाँफिरहेका थिए, तर अझै कुरा गर्न सक्थे।",उनी माथि पुग्दा थाकेका थिए।,0,2,0,xlmr,mnli,0.3291,0.0986,0.5723,False,False,False,,,
MNLI-Nepali_test_10083,"बमबारीका पक्षधरहरूले आक्रमण तर्कको बोझ आफ्ना विरोधीहरूमा सार्नका लागि 'दण्डहीनता' शब्द प्रयोग गरेजस्तै, उनीहरू 'विश्वसनीयता' शब्दको प्रयोग गरेर प्रतिबद्धता तर्कको बोझ पनि सार्छन्।",आक्रमणको बोझ सार्न बमबारीका पक्षधरहरूले प्रायः 'दण्डहीनता' शब्द प्रयोग गर्छन्।,0,1,0,xlmr,mnli,0.0954,0.9031,0.0015,False,False,False,,,
MNLI-Nepali_test_2724,"उनले हतारमा मुख फर्काए, हडबडाएका थिए।","उनी छिट्टै फर्किए, डरले भरिएका थिए।",0,1,0,xlmr,mnli,0.005,0.9947,0.0003,False,False,False,,,
MNLI-Nepali_test_3638,डाल्मेशियन खेतीमा दोस्रो आपत्ति आन्तरिक हो।,"डाल्मेशियन खेतीमा आपत्तिहरू भावनामा आधारित छन्, तथ्यमा होइन।",0,1,0,xlmr,mnli,0.0938,0.9052,0.001,False,False,True,,,
MNLI-Nepali_test_4753,यस कर्मचारीका लागि एउटा नाम छ - यसलाई 'पास द ट्राश' भनिन्छ।,यी कर्मचारीहरू प्राप्त भएका छन् किनभने तिनीहरू निम्न स्तरका छन्।,0,1,0,xlmr,mnli,0.0007,0.9982,0.0011,False,False,False,,,
MNLI-Nepali_test_5507,"लेखकलाई फिर्ता फोन नआएकोमा मलाई दुःख छ, तर त्यहाँ अझै अवसर हुन सक्छ।",लेखकलाई अझै फिर्ता फोन नआएकोमा उनीहरूले माफी मागे।,0,1,0,xlmr,mnli,0.0109,0.9877,0.0014,False,False,False,,,
MNLI-Nepali_test_9679,"तर ऋण माफीको कुनै राष्ट्रिय मापदण्ड नजिकै छैन, र अहिले उपलब्ध मद्दतले युवा गरिबी वकिलहरूले आफ्नो ऋणको बारेमा चिन्ता लिनुपर्दैन भन्ने होइन।",अहिले उपलब्ध मद्दत युवा गरिबी वकिलहरूलाई चिन्ता गर्नबाट रोक्न पर्याप्त छैन।,0,1,0,xlmr,mnli,0.0878,0.885,0.0273,False,False,True,,,
MNLI-Nepali_test_7293,"तपाईंले दुई हप्तामा हामीलाई काम गर्ने फ्र्याङ्कलिन ल्याउनुभयो भने, हामी सबै कुरा ठीकठाक भइरहेको जस्तो व्यवहार गर्नेछौं।","दुई हप्ताभित्र फ्र्याङ्कलिनलाई काममा लगाउने समय सीमा तोकिएको थियो, अन्यथा समस्या आउने थियो।",0,1,0,xlmr,mnli,0.0004,0.9995,1e-04,False,False,False,,,
MNLI-Nepali_test_5657,आसन टोलबाट सिधा बायाँ पछाडिको गल्लीमा चिया पसलहरू पार गरेर अर्को मुख्य चोकसम्म जानुहोस्।,"आसन टोलबाट पछाडिको गल्लीमा बायाँ मोडिनुहोस्, र अर्को मुख्य चोकमा नपुगेसम्म यात्रा गर्नुहोस्।",0,2,0,xlmr,mnli,0.0355,0.012,0.9525,False,False,False,,,
MNLI-Nepali_test_9730,"रिपब्लिकन राजनीतिज्ञहरूका लागि अर्को बयानबाजीको तरिका भनेको आफू पहिलेभन्दा अझै कट्टर रहेको बताउनु हो, तर अधिकांश अमेरिकीहरूले यसमा असहमति जनाएकाले, यस बारेमा केही गर्ने प्रयास गर्नुको कुनै अर्थ छैन।",रिपब्लिकन बयानबाजीको पक्षमा भन्दा विपक्षमा धेरै अमेरिकीहरू छन्।,0,1,0,xlmr,mnli,0.0012,0.9986,0.0002,False,False,True,,,
MNLI-Nepali_test_1946,दुई दिन मलाई राष्ट्रिय चुनावको लागि धेरै अवास्तविक लाग्दैन।,दुई दिन राष्ट्रिय चुनावको लागि निकै यथार्थवादी लाग्छ।,0,2,0,xlmr,mnli,0.042,0.0053,0.9527,False,False,True,,,
MNLI-Nepali_test_3156,"अर्को ५ किमी (३ माइल) भित्र तपाईं सेला गाउँमा पुग्नुहुन्छ, जुन एउटा असाधारण पठारमुनि सानो देखिन्छ।",सेला गाउँ एउटा ठूलो पठारमुनि अवस्थित छ।,0,2,0,xlmr,mnli,0.0478,0.001,0.9512,False,False,False,,,
MNLI-Nepali_test_2837,तपाईंले अनुमान गर्नुभयो।,तपाईंले ठ्याक्कै सहि भन्नुभयो।,0,2,0,xlmr,mnli,0.174,0.2101,0.6159,False,False,False,,,
MNLI-Nepali_test_3102,"थप रूपमा, संसदले स्रोत विनियोजनमा सूचित निर्णयहरू गर्न लेखापरीक्षण गरिएको जानकारी प्रयोग गर्दछ, र सार्वजनिक सेवा अनुगमन निकाय (राज्य सेवा आयोग) मार्फत, यदि कार्यसम्पादन मापदण्डहरू पूरा भएनन् भने संस्थाको प्रमुख कार्यकारी अधिकारीलाई जवाफदेही बनाउँछ।",संसदले सूचित निर्णयहरू गर्न स्वतन्त्र रूपमा सङ्कलन गरिएको जानकारी भेला गर्दछ।,0,2,0,xlmr,mnli,0.0287,0.0907,0.8806,False,False,False,,,
MNLI-Nepali_test_8257,टपन्सले आफ्नो विशेषता अनुसार 'टेरियर' हल्लाइन्।,टपन्सले आफ्नो सामान्य टेरियर हल्लाइन्।,0,2,0,xlmr,mnli,0.0043,0.0008,0.9949,False,False,False,,,
MNLI-Nepali_test_6861,"कर्नल हार्ल्यान्ड,' नतालियाको सानो हत्केला कर्नलको विशाल हत्केलाले समातेको थियो।",कर्नल हार्ल्यान्ड र नतालियाले हात मिलाए।,0,2,0,xlmr,mnli,0.0507,0.008,0.9414,False,False,False,,,
MNLI-Nepali_test_1840,येशूको खुट्टा तल एउटा ल्याटिन शिलालेख छ जसले सुझाव दिन्छ कि टिमप्यानम गिलेबर्टस (गिल्बर्ट) नामक एक जना मानिसको काम थियो।,येशूको खुट्टा तलको शिलालेखमा एउटा मात्र नाम छ; गिलेबर्टस।,0,1,0,xlmr,mnli,0.0098,0.6834,0.3068,False,False,False,,,
MNLI-Nepali_test_4482,"(जिलेटसँग अमेरिकी रेजर बजारको ६७ प्रतिशत हिस्सा छ, र क्याम्पबेलको अमेरिकी सूप बजारको ७५ प्रतिशत भन्दा बढी हिस्सा छ।)",जिलेटसँग अमेरिकी रेजर बजारको बहुमत हिस्सा छ।,0,2,0,xlmr,mnli,0.0029,0.0005,0.9966,False,False,False,,,
MNLI-Nepali_test_2467,"त्यो उत्कृष्ट बनाउँछ, होइन र?",म त्यसको पनि साँच्चै कदर गर्छु।,0,1,0,xlmr,mnli,0.0595,0.9367,0.0038,False,False,True,,,
MNLI-Nepali_test_8264,"मलाई थाहा छ, स्पार्क स्टेशनहरू रंगमा करिब १२ हजार डलरमा चल्छन् र एमिगा रंगमा ४७ सयमा मात्र चल्छ।",स्पार्क स्टेशनहरू एमिगा भन्दा महँगा छन्।,0,1,0,xlmr,mnli,0.2053,0.6388,0.1559,False,False,False,,,
MNLI-Nepali_test_4883,तपाईंको मतलब यो पाकेको छैन? स्लिम तुरुन्तै पछि हट्यो।,स्लिम कच्चा हुनुपर्ने कुरामा घृणा गर्थे।,0,1,0,xlmr,mnli,0.0044,0.9917,0.0039,False,False,True,,,
MNLI-Nepali_test_1179,"ठीक छ, म कहिलेकाहीँ सोच्छु कि मैले गल्ती गरिनँ कि, सायद मैले उच्च ग्रेडहरू लिनुपर्थ्यो किनभने यदि तपाईंले गर्नुपर्छ भने, तपाईं उनीहरूसँग कठोर हुन सक्नुहुन्छ।",मेरो लागि उच्च ग्रेडहरू मात्र लिनु राम्रो हुन सक्थ्यो।,0,2,0,xlmr,mnli,0.0664,0.0114,0.9223,False,False,False,,,
MNLI-Nepali_test_988,"हामी यस गर्मीमा अर्को एउटा लिनेछौं, हामीले बिदाको योजना बनाएका छौं र हामी बिदाबाट फर्केपछि मात्रै पर्खिन चाहन्छौं।",हामी गर्मी बिदा पछि अर्को पाल्तु जनावर लिनेछौं।,0,1,0,xlmr,mnli,0.017,0.9824,0.0006,False,False,False,,,
MNLI-Nepali_test_1048,यस स्थानमा बस्ने यहुदी परिवारका केही मुठ्ठीभर मानिसहरू अझै पनि बस्तीमा बस्छन्।,बस्तीमा रहेका सबै परिवारहरू क्रिस्चियन छैनन्।,0,1,0,xlmr,mnli,0.1316,0.7209,0.1476,False,False,True,,,
MNLI-Nepali_test_8719,"टाउनीहरू वाशिंगटनमा सधैंभरि स्कुल गएका छन्, र उनीहरूलाई लोकप्रिय नयाँ आगमनले घृणा गर्छन् जसले उनीहरूलाई प्रतिष्ठामा विस्थापित गरेको छ।",टाउनीहरूले लोकप्रिय नयाँ आगमनलाई घृणा गर्छन् जसले उनीहरूलाई प्रतिष्ठामा कम्तीमा पनि विस्थापित गरेको छ।,0,1,0,xlmr,mnli,0.1807,0.8177,0.0017,False,False,False,,,
MNLI-Nepali_test_8111,"यहाँ काजिन, मसँग भन्दा ५० वर्ष जेठा, तर अझै पनि न्यूयोर्कतर्फ खुशीसाथ यात्रा गरिरहेका, पुस्तकहरू र मानिसहरूको बारेमा जोश र भक्तिपूर्वक कुरा गरिरहेका, र अझै पनि नयाँ संसारको प्रतिज्ञा दिइरहेका थिए।","काजिन ५० वर्ष जेठा थिए, तर पटक्कै परिवर्तन भएका थिएनन्।",0,2,0,xlmr,mnli,0.0434,0.0011,0.9556,False,False,False,,,
MNLI-Nepali_test_3258,मचिकोपछि सडक भित्री भागतिर लाग्छ।,मचिकोपछि सडक समुद्रबाट टाढा जान्छ।,0,1,0,xlmr,mnli,0.0031,0.9966,0.0003,False,False,False,,,
MNLI-Nepali_test_5085,"एकाग्रता-प्रतिक्रिया कार्यहरूको प्रयोग मार्फत अकाल मृत्यु, आकस्मिक कोठा भ्रमणहरू)",त्यसबाट धेरै अकाल मृत्युहरू हुन्छन्।,0,1,0,xlmr,mnli,0.0043,0.9951,0.0006,False,False,False,,,
MNLI-Nepali_test_9072,"हाम्रा कमाण्डर-इन-चीफको कामोत्तेजना नियन्त्रित छ, र उनी इराकबाट छुटकारा पाउनका लागि सुडानी औषधि कारखानाहरूमा बमबारी गरिरहेका छैनन् भनी थाहा पाउँदा हामी सबैले राम्रोसँग सुत्न सक्छौं।",कमाण्डर-इन-चीफको कामोत्तेजना उत्तम भन्दा कम छ।,0,1,0,xlmr,mnli,0.0124,0.9861,0.0015,False,False,True,,,
MNLI-Nepali_test_4736,किनभने कर्पोरेट अभ्यासमा सक्षम वकीलहरू संलग्न हुन चाहँदैनन्।,कर्पोरेट कानून अभ्यास गर्ने धेरै वकीलहरू साँच्चै योग्य छन्।,0,2,0,xlmr,mnli,0.0053,0.2746,0.7201,False,False,True,,,
MNLI-Nepali_test_8639,बजार सन्तृप्त हुनेछ।,बजारमा प्रवेशकर्ताहरूको संख्या बढ्नेछ।,0,2,0,xlmr,mnli,0.0009,0.0032,0.9959,False,False,False,,,
MNLI-Nepali_test_9302,दीर्घकालीन एक्सपोजरको प्रभावहरू प्रतिबिम्बित गर्दछ।,दीर्घकालीन एक्सपोजर आफैं देखिन्छ।,0,2,0,xlmr,mnli,0.1255,0.0522,0.8223,False,False,False,,,
MNLI-Nepali_test_6390,"अहँ-अहँ, हो, पक्कै पनि, उनीहरूले राम्रो गुणस्तर पाउँछन् र उनीहरूले थप सुविधाहरू र चीजहरू सिक्छन् र ती कम महँगो बनाउँछन् त्यसैले हामी पर्खिरहेका छौं।","यसका सुविधाहरूका लागि यो निकै महँगो छ, त्यसैले हामी अलि पर्खनेछौं।",0,1,0,xlmr,mnli,0.0837,0.8086,0.1077,False,False,False,,,
MNLI-Nepali_test_265,"त्यो अझै पनि त्यही गर्छ, त्यो सही हो।","यति लामो समयपछि पनि, हो, त्यो अझै पनि त्यही गरिरहेको छ।",0,1,0,xlmr,mnli,0.0029,0.9971,1e-04,False,False,False,,,
MNLI-Nepali_test_9126,आज लगभग सबै सहमत छन् कि भियतनाम युद्ध जित्न नसकिने थियो र अमेरिकाले आफ्नो इज्जत बचाउन अनावश्यक रूपमा लम्ब्याएको थियो।,अमेरिकाले भियतनाम युद्धलाई गर्व र हारको लाजका कारण मात्र लम्ब्यायो।,0,2,0,xlmr,mnli,0.0463,0.0121,0.9416,False,False,False,,,
MNLI-Nepali_test_3023,धेरैजसो शहरहरूमा संगीत उत्सवहरू खोज्न तपाईंले लामो वा कडा खोजी गर्नुपर्नेछैन।,धेरै शहरहरूमा धेरै संगीत उत्सवहरू छन्।,0,2,0,xlmr,mnli,0.018,0.0027,0.9794,False,False,True,,,
MNLI-Nepali_test_3503,"बमबारीका पक्षधरहरूले आक्रमण तर्कको बोझ आफ्ना विरोधीहरूमा सार्नका लागि 'दण्डहीनता' शब्द प्रयोग गरेजस्तै, उनीहरू 'विश्वसनीयता' शब्दको प्रयोग गरेर प्रतिबद्धता तर्कको बोझ पनि सार्छन्।",आक्रमणको बोझ सार्न बमबारीका पक्षधरहरूले प्रायः 'दण्डहीनता' शब्द प्रयोग गर्छन्।,0,1,0,xlmr,mnli,0.0954,0.9031,0.0015,False,False,False,,,
MNLI-Nepali_test_2298,९५ प्याकेट लागुऔषध-मुक्त पिसाब आफ्नो खल्तीमा।,उत्पादनका वाहकहरूले आफ्नो खल्तीमा ९५ वटै एकल-सेवा स्वच्छ पिसाबका एकाइहरू राख्नुपर्थ्यो।,0,1,0,xlmr,mnli,0.0132,0.9863,0.0005,False,False,False,,,
MNLI-Nepali_test_1059,टमीले हेरे।,टमीले लामो समयसम्म हेरे।,0,1,0,xlmr,mnli,0.006,0.9938,0.0002,False,False,False,,,
MNLI-Nepali_test_6084,"अहँ, अहँ हो तर हो, नयाँ कार खोज्दा उत्कृष्ट ग्यास माइलेज मेरो पहिलो प्राथमिकताहरू मध्ये एक होइन।",नयाँ गाडीमा मैले खोज्ने मुख्य गुणहरूमध्ये एउटा राम्रो ग्यास माइलेज हो।,0,2,0,xlmr,mnli,0.0113,0.0005,0.9881,False,False,True,,,
MNLI-Nepali_test_6669,"(अन्तमा, तिनीहरूले समान रूपमा बाँडेनन्, तर।)",सकिँदा उनीहरूलाई बाँड्न मन परेन।,0,1,0,xlmr,mnli,0.0154,0.9798,0.0048,False,False,False,,,
MNLI-Nepali_test_907,"फोरम शप्स (सीजर प्यालेसमा) जस्ता नयाँ मलहरूको विकासले केही अवस्थामा शहरमा किनमेलको अवस्थालाई एक्लैले बढाएको छ, हालै खोलिएका अलादीन र भेनेशियाली रिसोर्टहरूमा अझ धेरै प्रमुख होटल-आधारित किनमेल प्रमेनेडहरू देखा परेका छन्।",नयाँ मलहरू देखा पर्दैछन्।,0,1,0,xlmr,mnli,0.197,0.8003,0.0027,False,False,False,,,
MNLI-Nepali_test_3534,एउटा शीतकालीन आँधीले मध्यपश्चिमलाई ढाक्यो। मौसम विशेषज्ञहरूले यसलाई दशकौंको सबैभन्दा खराब हिमपात मध्ये एकको रूपमा प्रचार गरे।,मौसम विशेषज्ञहरूका अनुसार मध्यपश्चिममा आएको हिमपात विनाशकारी थियो।,0,1,0,xlmr,mnli,0.0697,0.9293,0.0009,False,False,False,,,
MNLI-Nepali_test_5270,"१९९२-९३ को अनिकालमा नरसंहारको केन्द्रीय निर्देशन थिएन, र यसका पीडितहरूलाई जात, जाति, राष्ट्रियता, वा धर्मको आधारमा हत्या गरिएको थिएन।","नरसंहारमा, पीडितहरूलाई जात, जाति, राष्ट्रियता, वा धर्मको आधारमा हत्या गरिन्छ।",0,2,0,xlmr,mnli,0.039,0.0066,0.9544,False,False,False,,,
MNLI-Nepali_test_6948,मैले देखेका केही न्यायाधीशहरू भन्दा राम्रो।,यीमध्ये केही न्यायाधीशहरू आफ्नो काममा खासै कुशल छैनन्।,0,1,0,xlmr,mnli,0.1016,0.8903,0.0081,False,False,True,,,
MNLI-Nepali_test_246,वरपरका केही बलिया मानिसहरू महिलाहरूले आफ्ना बन्दुकहरूको बारेमा सोध्दा एकदमै उत्साहित हुन्छन्।,महिलाहरूले बन्दुकको बारेमा टिप्पणी गर्दा सबै पुरुषहरू नर्भस रूपमा उत्साहित हुन सक्छन्।,0,2,0,xlmr,mnli,0.0024,0.0118,0.9858,False,False,False,,,
MNLI-Nepali_test_4912,पोर्टोको सानो रिसोर्ट सहरबाट डुङ्गा यात्रा गर्न नछुटाउनुहोस्।,पोर्टोबाट प्रस्थान गर्ने डुङ्गा यात्राको अवसर नगुमाउनुहोस्।,0,2,0,xlmr,mnli,0.008,0.0011,0.9909,False,False,False,,,
MNLI-Nepali_test_9054,"१२ हेक्टर (३० एकड) भन्दा बढी क्षेत्रफल ओगटेको, डब्लिन चिडियाखाना १८३१ मा स्थापना भएको थियो, र हालैका वर्षहरूमा धेरै सुधार भएको छ; पूर्ण नवीकरणको लागि योजनाहरू छन्।",डब्लिन चिडियाखाना ठूलो छ र यसको आरक्षणको लागि निर्धारित गरिएको छ।,0,2,0,xlmr,mnli,0.0865,0.2068,0.7067,False,False,False,,,
MNLI-Nepali_test_8026,"उम्म, त्यो त्यति खराब छैन।","त्यो जति खराब हुन सक्छ, त्यति खराब छैन।",0,1,0,xlmr,mnli,0.0124,0.9871,0.0005,False,False,True,,,
MNLI-Nepali_test_6185,सँगैको एउटा लेखले धेरै अछूता लुक्ने ठाउँहरूको प्रशंसा गर्छ—जसलाई अब निःसन्देह पर्यटकहरूले भर्नुहुनेछ।,"लेखले धेरै लुकेका रत्नहरू खुलासा गर्यो, जुन अब दुःखको कुरा पर्यटकहरूले भर्नेछन्।",0,2,0,xlmr,mnli,0.0164,0.0027,0.9809,False,False,False,,,
MNLI-Nepali_test_791,"प्लेस सेन्ट-जानबाट पहाडको टुप्पोमा फ्युनिक्युलर रेलमार्गमार्फत जानुहोस् र केमिन डु रोजेर तल हिंड्नुहोस्, जसले तलको शहरको शानदार दृश्यहरू प्रदान गर्दछ।","यात्रामा केही साधारण चरणहरू समावेश छन्, जसमा रेलमार्ग र पहाडबाट तल हिँडाइ समावेश छ।",0,1,0,xlmr,mnli,0.0033,0.9959,0.0008,False,False,False,,,
MNLI-Nepali_test_354,"नयाँ आएकाले सबैले गरेझैँ ढोका ढकढकाए, तर उनको स्वागत भने धेरै फरक थियो।","जब नयाँ आएकाले काम सके, उनले ढोका ढकढकाए।",0,1,0,xlmr,mnli,0.2024,0.7883,0.0093,False,False,False,,,
MNLI-Nepali_test_10087,"अहो, जाडो सुरु हुने थियो, अहो, सेप्टेम्बरमा जाडो सुरु हुने थियो, सेप्टेम्बरमा जाडो हुन थाल्थ्यो।",सेप्टेम्बरमा जाडो सुरु भएपछि शरद ऋतु समाप्त हुने थियो।,0,1,0,xlmr,mnli,0.0245,0.9739,0.0017,False,False,False,,,
MNLI-Nepali_test_1388,"सायद अझ महत्त्वपूर्ण, यस्ता उच्च-स्तरका आवासहरूले अपेक्षाको मापदण्डलाई 'रट प्याक' युगको पौराणिक कथामा फर्काउँछन्।",उच्च-स्तरीय आवासहरूले अपेक्षाको मापदण्ड बढाउँछन्।,0,2,0,xlmr,mnli,0.0874,0.0934,0.8191,False,False,False,,,
MNLI-Nepali_test_794,"युवा लुई तेह्रौंका आमा मेरी डे मेडिसिसको राज्याधिकारमा देश अनिश्चिततामा फस्यो, जबसम्म कार्डिनल रिसेल्यूले १६२४ मा प्रधानमन्त्रीको पदभार सम्हालेनन्।",मेरी राम्रो नेता थिइनन्।,0,1,0,xlmr,mnli,0.0023,0.9961,0.0017,False,False,False,,,
MNLI-Nepali_test_6590,तपाईं उसलाई यो गर्न सक्षम मान्नुहुन्छ।,तपाईंलाई लाग्छ कि उहाँ त्यो अपराध गर्न सक्षम हुनुहुन्छ?,0,1,0,xlmr,mnli,0.0026,0.9972,0.0002,False,False,False,,,
MNLI-Nepali_test_9361,"मैले पनि त्यही गरेँ, तर म भन्दैछु कि मैले चिनेका केही मानिसहरू फ्लोरिडामा सरेका छन् वा अवकाश लिएका छन्, तपाईंको अवस्था जस्तै।",धेरै मानिसहरू फ्लोरिडा सर्छन् र अवकाश लिन्छन्।,0,2,0,xlmr,mnli,0.0122,0.0025,0.9853,False,False,False,,,
MNLI-Nepali_test_2733,"बजार क्षेत्रको दक्षिणमा, तीस मिनेटको पैदल यात्रा वा दश मिनेटको ट्याक्सी यात्रामा, सिटिएल (अल-काला) छ, जुन १३ औं शताब्दीको प्रारम्भमा शहरलाई धर्मयुद्धकर्ताहरूबाट जोगाउन अग्लो भूमिमा बनाइएको एउटा विशाल किल्ला हो।",बजार क्षेत्रको अलिकति उत्तरमा एउटा विशाल किल्ला छ।,0,2,0,xlmr,mnli,0.4745,0.0038,0.5217,False,False,False,,,
MNLI-Nepali_test_7949,"छेउमा रहेको जार्डिन देस प्लान्टेस, लुई १३ औं द्वारा औषधीय बिरुवाहरूको शाही बगैंचाको रूपमा सिर्जना गरिएको थियो, यो अझै पनि एक उत्कृष्ट वनस्पति र सजावटी बगैंचा हो, जसमा तातो घरहरूमा विदेशी बिरुवाहरू छन्।",जार्डिन देस प्लान्टेसमा दुर्लभ र औषधीय बिरुवाहरू छन्।,0,1,0,xlmr,mnli,0.1049,0.8947,0.0003,False,False,False,,,
MNLI-Nepali_test_4348,"क्लिन्टनका महिलाहरूलाई श्रेय दिइएका धेरै गुणहरूले उनकी आमा, भर्जिनिया केलीलाई पनि वर्णन गर्छन्।",क्लिन्टनका महिलाहरू उनकी आमाजस्तै धेरै छन्।,0,1,0,xlmr,mnli,0.005,0.9941,0.0009,False,False,False,,,
MNLI-Nepali_test_4380,"बुशको आधिकारिक अभियानले, निस्सन्देह, त्यस्ता प्रयासहरूबाट आफूलाई टाढा राख्यो, र हर्टनलाई जातीय-तटस्थ तरिकामा मात्र प्रयोग गरेको दाबी गर्यो।",बुश अभियानले हर्टनलाई जातीय विशिष्टता बिना प्रयोग गर्यो।,0,2,0,xlmr,mnli,0.1308,0.0043,0.865,False,False,False,,,
