instance_id,premise,hypothesis,true_label,pred_label,correct,model,dataset,conf_label0,conf_label1,conf_label2,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
MNLI-Nepali_test_1754,"अन्यथा उल्लेख नगरिएसम्म, होटलहरूले सबै प्रमुख क्रेडिट कार्डहरू स्वीकार गर्छन्।","अन्यथा नभनिएसम्म, होटलहरूले भुक्तानीका लागि क्रेडिट कार्डहरू स्वीकार गर्छन्।",0,1,0,mdeberta,mnli,0.0832,0.9136,0.0029,False,False,False,,,
MNLI-Nepali_test_6572,प्यालेस देस ट्युइलरिज १८७१ मा श्रमिक विद्रोहको समयमा आगोले ध्वस्त भएको थियो।,यो १७८१ मा आगोले ध्वस्त भएको थियो।,0,2,0,mdeberta,mnli,0.207,0.0562,0.737,False,False,False,,,
MNLI-Nepali_test_9359,स्थूलता एक राम्रो आपत्ति होइन।,स्थूलता प्रयोग गर्नु सहमतिको वैध रूप होइन।,0,1,0,mdeberta,mnli,0.4329,0.5527,0.0144,False,False,True,,,
MNLI-Nepali_test_1814,"हो, यो एक प्रकारको राम्रो छ, साथै यसमा ४०९६ रङ्गहरू छन् र तपाईंले पीसी वा म्याक दुवैबाट २५६ भन्दा बढी रङ्गहरू पाउन सक्नुहुन्न।",योमा रङ्गहरू पीसी वा म्याकभन्दा अनन्त गुणा राम्रो छन्।,0,1,0,mdeberta,mnli,0.1565,0.704,0.1394,False,False,False,,,
MNLI-Nepali_test_4,"अध्याय, हामी दुई आधारभूत कुरामा फर्कन्छौं ‘केस स्टडीको वस्तुनिष्ठता र तिनीहरूको सामान्यताको सन्दर्भमा हामीले के विचार गर्नुपर्छ?’",केस स्टडीको वस्तुनिष्ठतालाई ध्यानमा राख्नुपर्छ।,0,1,0,mdeberta,mnli,0.431,0.5674,0.0018,False,False,False,,,
MNLI-Nepali_test_269,र ट्रेमा भएको?,ट्रेमा एउटा थियो।,0,1,0,mdeberta,mnli,0.4675,0.526,0.0068,False,False,False,,,
MNLI-Nepali_test_2263,"सबैले जोगिङ गर्नुपर्छ, तपाईं बाहिर जानुपर्छ, तपाईंले जोगिङ गर्नुपर्छ र त्यसपछि मैले सुन्न थालेँ कि म जोगिङ गर्न सक्दिनँ किनभने मलाई दम छ र...",मलाई दम छ र म जागिर गर्न सक्दिनँ।,0,1,0,mdeberta,mnli,0.462,0.536,0.0019,False,False,False,,,
MNLI-Nepali_test_2515,"प्राविधिक र प्रतिस्पर्धी लागत मूल्यांकन पछि, प्रस्तावकर्ताहरूको समूह चयन गरियो, जसलाई सम्झौता प्रदान गर्नु एक उचित सम्भावना हो।",प्रस्तावकर्ताहरूको समूहले कसैलाई सम्झौता दिने निर्णय गर्यो।,0,1,0,mdeberta,mnli,0.327,0.657,0.0157,False,False,False,,,
MNLI-Nepali_test_7762,नरिसाऊ।,मसँग मजाक नगर।,0,1,0,mdeberta,mnli,0.313,0.6836,0.0033,False,False,False,,,
MNLI-Nepali_test_6517,"''मलाई लाग्छ कि उनले उनलाई धेरै उपयोगी पाएका थिए,'' पोइरोटले टिप्पणी गरे।","पोइरोटले टिप्पणी गरे, ''मलाई शंका छ कि उनले उनलाई धेरै उपयोगी पाएका थिए।''",0,2,0,mdeberta,mnli,0.1101,0.0584,0.831,False,False,False,,,
MNLI-Nepali_test_2814,"एक, दुई, तीन, चार, पाँच, तर त्यसो भए, मिस्टर इङ्गलेथोरपको कप कहाँ छ?",मिस्टर इङ्गलेथोरपको कप हराइरहेको थियो।,0,1,0,mdeberta,mnli,0.1799,0.803,0.0168,False,False,False,,,
MNLI-Nepali_test_9133,मेरो बारेमा के?,म पनि?,0,1,0,mdeberta,mnli,0.3088,0.6025,0.0886,False,False,False,,,
MNLI-Nepali_test_1436,"यहाँ, आक्रमणकारी ओटोम्यान सेनाहरूद्वारा ध्वस्त पारिएको विशाल भेनेशियन किल्लाका अवशेषहरू फेला पार्न सकिन्छ।","यहाँ, ओटोम्यान साम्राज्यद्वारा ध्वस्त पारिएको एक महान भेनेशियन किल्लाका भग्नावशेषहरू देख्न सकिन्छ।",0,1,0,mdeberta,mnli,0.2996,0.6836,0.0169,False,False,False,,,
MNLI-Nepali_test_8720,जुलियसले उनलाई हेरे र अब केही नभन्नु नै बुद्धिमानी ठाने।,जुलियसले सोचे कि अब केही नभन्नु राम्रो विचार थिएन।,0,2,0,mdeberta,mnli,0.4243,0.0348,0.5405,False,False,False,,,
MNLI-Nepali_test_399,यूनियनहरूले सरकारले श्रमसँग गरेका वाचाहरू पूरा नगरेको भन्दै विरोध गर्छन्।,यूनियनहरूका लागि सरकारले श्रमसँग गरेका वाचाहरू पूरा गरेको छैन।,0,1,0,mdeberta,mnli,0.0596,0.9346,0.0058,False,False,True,,,
MNLI-Nepali_test_1612,तर यति धेरै हल्ला गर्नु र ,मलाई यो मन पर्दैन!,0,1,0,mdeberta,mnli,0.2094,0.631,0.16,False,False,True,,,
MNLI-Nepali_test_1700,"यो तुलनात्मक रूपमा महँगो छ, तर तपाईंलाई टिप्पणीको अनुपस्थिति मन पर्न सक्छ।",टिप्पणीको अनुपस्थिति महँगो हुन्छ।,0,2,0,mdeberta,mnli,0.3481,0.2087,0.4429,False,False,False,,,
MNLI-Nepali_test_2681,"दिनभरि, यो लामो, ठूलो आँखा भएको अनौठो मानिसले आफ्नो ग्रान्ड पियानोमा स्क्रिआबिन बजाउँछ जबकि शन्दुराईले धुलो पुछ्छे, भ्याकुम गर्छे, सिलाई गर्छे, इस्त्री गर्छे र लुगा धुन्छे।",शन्दुराईले धेरै फरक घरका कामहरू गर्न सक्छिन्।,0,1,0,mdeberta,mnli,0.249,0.7505,0.0006,False,False,False,,,
MNLI-Nepali_test_9728,"एजेन्सीका अधिकारीहरू जसले संलग्नताका उद्देश्यहरूसँग सम्बन्धित मुद्दाहरूको निरीक्षण गर्छन्, उनीहरू पनि बैठकमा उपस्थित हुने अपेक्षा गरिन्छ।",एजेन्सीका अधिकारीहरूलाई संलग्नताको वस्तुको बारेमा समस्याहरू छन्।,0,1,0,mdeberta,mnli,0.1481,0.8486,0.0033,False,False,False,,,
MNLI-Nepali_test_975,"ठीक छ, मलाई लाग्छ कि म यो विषयमा लगभग एक विशेषज्ञ हुँ। मेरा दुई जना कलेजमा छन् र यदि एक जनाले स्नातक गरेनन् भने सेप्टेम्बरसम्ममा मसँग त्यहाँ तीन जना हुनेछन्।",मेरा दुई जना कलेजमा छन् र तेस्रो जना त्यहाँ जाने क्रममा छन्।,0,2,0,mdeberta,mnli,0.289,0.093,0.6177,False,False,False,,,
MNLI-Nepali_test_9145,तर म सधैं उनलाई सोध्छु कि किन उनीहरूको कपाल कहिल्यै हुँदैन किनभने मैले कहिल्यै,म सधैं उनलाई सोध्छु कि उनीहरूको कपाल किन सधैं हुन्छ।,0,2,0,mdeberta,mnli,0.2332,0.053,0.714,False,False,True,,,
MNLI-Nepali_test_8622,'यसमा डिग्री छ।',मसँग त्यसमा डिग्री छ।,0,1,0,mdeberta,mnli,0.1047,0.8906,0.0051,False,False,False,,,
MNLI-Nepali_test_4095,"डिस्कोहरू पनि लोकप्रिय छन्, केही सबैभन्दा लोकप्रिय ठूला अन्तर्राष्ट्रिय होटलहरूमा पाइन्छ र आगन्तुकहरूलाई आकर्षित गर्नुका साथै नियमित इजिप्टियन ग्राहकहरू पनि छन्।",इजिप्टका होटलहरूमा लोकप्रिय डिस्कोहरू छन्।,0,1,0,mdeberta,mnli,0.485,0.4917,0.023,False,False,False,,,
MNLI-Nepali_test_8257,टपन्सले आफ्नो विशेषता अनुसार 'टेरियर' हल्लाइन्।,टपन्सले आफ्नो सामान्य टेरियर हल्लाइन्।,0,2,0,mdeberta,mnli,0.0779,0.0402,0.882,False,False,False,,,
MNLI-Nepali_test_6142,"जर्जियो वासारीले सुरु गरी उनका शिष्य फेडेरिको जुकारीले समाप्त गरेको, यो संसारको सबैभन्दा ठूलो 'अन्तिम भोज' को चित्रण हो।",जर्जियो वासारीले आफ्नो 'अन्तिम भोज' को चित्रकला समाप्त गर्न सकेनन्।,0,2,0,mdeberta,mnli,0.0184,0.0102,0.971,False,False,False,,,
MNLI-Nepali_test_4926,तपाईंहरू घरमा हुनुहुन्छ कि अपार्टमेन्टमा कि घरमा?,तपाईं एकल परिवारको घरमा बस्नुहुन्छ कि अपार्टमेन्टमा?,0,1,0,mdeberta,mnli,0.3015,0.6963,0.0019,False,False,False,,,
MNLI-Nepali_test_4606,"हो र यो रमाइलो छ, तपाईं मानव संसाधनमा हुनुहुन्छ र म स्वास्थ्य र सुरक्षामा छु।",म तपाईं भन्दा फरक विभागमा छु।,0,1,0,mdeberta,mnli,0.116,0.4453,0.4387,False,False,False,,,
MNLI-Nepali_test_5830,"जोन क्याभेन्डिशले त्यो इच्छा नष्ट गरेनन्।"" पोइरोट एक सच्चा अगमवक्ता थिए।",पोइरोटले केही कुरा सही भविष्यवाणी गरे।,0,1,0,mdeberta,mnli,0.408,0.5884,0.0034,False,False,False,,,
MNLI-Nepali_test_2191,"कर्नेल गमाल अब्देल नासरको नेतृत्वमा, उनीहरूले फारुकलाई निर्वासनमा पठाए र स्वेज नहरको राष्ट्रियकरण गरे।",नासरको सेना स्वेज नहरको नियन्त्रण लिन पर्याप्त शक्तिशाली थियो।,0,1,0,mdeberta,mnli,0.061,0.93,0.0086,False,False,False,,,
MNLI-Nepali_test_7457,"घोडाले तान्ने गाडीहरू कर्निचमा कर्नाकको यात्रा, वा तपाईंको होटलमा फर्कने सवारी प्रस्ताव गर्दछन्।",कर्नाकमा घोडाले तान्ने गाडीहरू लोकप्रिय छन्।,0,1,0,mdeberta,mnli,0.0502,0.9497,0.0008,False,False,False,,,
MNLI-Nepali_test_4316,साम्राज्यले प्रहार गर्छ,साम्राज्यलाई पहिले नै प्रहार गरिएको थियो।,0,1,0,mdeberta,mnli,0.0496,0.9194,0.0309,False,False,False,,,
MNLI-Nepali_test_9811,उसले पछि लागेका दुई जना मानिसलाई तीस फिट टाढाबाट नछोइकन घाँटी निमोठेको एउटा अचानक दृश्य देख्यो।,"अचानक, उसले पछि लागेका मानिसहरूलाई टेलिकिनेसिस प्रयोग गरेर घाँटी निमोठेको कल्पना गर्यो।",0,1,0,mdeberta,mnli,0.4785,0.5107,0.0106,False,False,False,,,
MNLI-Nepali_test_3996,"भन्छिन् ग्रिफिथ्स, जसको चरित्र पुरानो फोरम्यानप्रति आकर्षित हुन थालेको छ।",ग्रिफिथ्सको चरित्र प्रेममा परिरहेको थियो।,0,1,0,mdeberta,mnli,0.4895,0.4995,0.0109,False,False,False,,,
MNLI-Nepali_test_8619,तर यी मेरा र मेरी बहिनीलाई छोडेका कुराका सामान्य कुरा मात्र हुन्।,तर यी मैले र मेरी बहिनीलाई छोडेका कुराका प्रश्नहरू हुन्।,0,2,0,mdeberta,mnli,0.247,0.2708,0.4824,False,False,False,,,
MNLI-Nepali_test_2008,"कति ब्रिल लाग्ने थियो र हामी कति लामो यात्रा गर्ने थियौं? उनका काका सही थिए, का'दानले सोचे।",का'दानका काका सही थिए।,0,1,0,mdeberta,mnli,0.11,0.8774,0.0123,False,False,False,,,
MNLI-Nepali_test_2073,"ओह, म बुझ्छु, त्यसैले यदि तपाईंसँग ताजा माटो छ भने, तिनीहरूले...","यदि तपाईंसँग ताजा माटो छ भने, म त्यो देख्न सक्छु।",0,1,0,mdeberta,mnli,0.486,0.496,0.0184,False,False,False,,,
MNLI-Nepali_test_2925,"अजीब जीवहरूको भरमारले यस पैदल यात्री विशाल राक्षसहरूलाई छेक्ने भवनहरू सजाउँछ — भवनहरू, रेस्टुरेन्टहरू, सिनेमाहरू, थिएटरहरू, खेल केन्द्रहरू, र तातो नूडल बारहरूबाट सर्पहरू चिप्लन्छन्।",यो क्षेत्र चलचित्र हेर्न र त्यसपछि एक कचौरा नूडल्स पाउनको लागि राम्रो ठाउँ हो।,0,1,0,mdeberta,mnli,0.316,0.678,0.0059,False,False,False,,,
MNLI-Nepali_test_1961,यसले उसलाई आफू अगाडि रहेको महिलासँग भयानक आत्मीयताको भावना दियो।,उनलाई अर्की महिला परिवारको जस्तो लाग्यो।,0,1,0,mdeberta,mnli,0.1378,0.8047,0.0574,False,False,False,,,
MNLI-Nepali_test_9928,"त्यसैले, केवल $७००,००० मा बेचेर—यदि उनले साँच्चै गरे—ब्राउनले आफ्नो अपेक्षा प्रकट गरे कि प्रतिस्पर्धीहरू (सम्भवतः व्यापार नीतिलाई प्रभाव पार्ने माध्यम भएका अन्य उच्च-पदस्थ अधिकारीहरू) उनलाई कमजोर पार्न तयार थिए।",ब्राउनले विश्वास गरे कि उनका प्रतिस्पर्धीहरूले आफ्नो उत्पादन उसले प्रस्ताव गरेको भन्दा कममा प्रस्ताव गर्नेछन्।,0,1,0,mdeberta,mnli,0.355,0.6416,0.0034,False,False,False,,,
MNLI-Nepali_test_5270,"१९९२-९३ को अनिकालमा नरसंहारको केन्द्रीय निर्देशन थिएन, र यसका पीडितहरूलाई जात, जाति, राष्ट्रियता, वा धर्मको आधारमा हत्या गरिएको थिएन।","नरसंहारमा, पीडितहरूलाई जात, जाति, राष्ट्रियता, वा धर्मको आधारमा हत्या गरिन्छ।",0,2,0,mdeberta,mnli,0.051,0.0284,0.921,False,False,False,,,
MNLI-Nepali_test_6227,उसको मृगौला उसको शरीरबाट निचोरेको जस्तो देखिन्थ्यो।,उसको मृगौला उसको शरीरबाट तानेको जस्तो देखिन्थ्यो।,0,2,0,mdeberta,mnli,0.289,0.1385,0.5728,False,False,False,,,
MNLI-Nepali_test_1751,"र एउटा पत्रिका, यदि मसँग समय छ भने।",यदि मसँग समय छ भने म पत्रिका किन्नेछु।,0,1,0,mdeberta,mnli,0.2164,0.7827,0.001,False,False,False,,,
MNLI-Nepali_test_1784,"अर्को क्षणमा, ढोका खुल्यो र डोर्कास देखा परिन्।",त्यस क्षणमा डोर्कास ढोकाको छेउमा उभिएकी थिइन्।,0,1,0,mdeberta,mnli,0.4155,0.5195,0.0648,False,False,False,,,
MNLI-Nepali_test_8653,पोस्ट-भाइबिलिटी गर्भपतनको बारेमा विवाद अन्ततः धेरै सानो संख्यामा प्रक्रियाहरूसँग मात्र सम्बन्धित छ। २१ औं हप्ता पछि गरिने सबै गर्भपतनको एक प्रतिशत भन्दा कम मात्र हुन्छ।,सबै गर्भपतनको ९९ प्रतिशत भन्दा बढी २१ औं हप्ता अघि हुन्छ।,0,2,0,mdeberta,mnli,0.4773,0.0384,0.4844,False,False,False,,,
MNLI-Nepali_test_9620,"केवल किनभने तपाईं सही हुनुहुन्छ, मलाई लाग्छ कि यदि हामीले तिनीहरूलाई प्रतिबन्ध लगायौं भने पनि, खराब मानिसहरूसँग ती अझै पनि हुनेछन्।","तपाईं सही हुनुहुन्छ, यदि हामीले तिनीहरूलाई प्रतिबन्ध लगायौं भने पनि खराब मानिसहरूले ती अझै पनि प्राप्त गर्न सक्छन्।",0,1,0,mdeberta,mnli,0.3843,0.615,0.0005,False,False,False,,,
MNLI-Nepali_test_1840,येशूको खुट्टा तल एउटा ल्याटिन शिलालेख छ जसले सुझाव दिन्छ कि टिमप्यानम गिलेबर्टस (गिल्बर्ट) नामक एक जना मानिसको काम थियो।,येशूको खुट्टा तलको शिलालेखमा एउटा मात्र नाम छ; गिलेबर्टस।,0,2,0,mdeberta,mnli,0.0404,0.1816,0.778,False,False,False,,,
MNLI-Nepali_test_5811,सुईको तल बालक राजा तुतानखामुनको एउटा साधारण मूर्ति खोज्नुहोस्।,"सुईको मुनि, बालक राजा तुतानखामुनको एउटा साधारण मूर्ति खोज्नुहोस्।",0,2,0,mdeberta,mnli,0.0083,0.0865,0.906,False,False,False,,,
MNLI-Nepali_test_4360,"मेरो मतलब उनीहरू घर जान्छन् र कागजातहरू जाँच्छन्, पाठ योजनाहरू बनाउँछन्, भोलिपल्टको लागि तयारी गर्छन्।",उनीहरूले घरमा धेरै काम गर्छन्।,0,1,0,mdeberta,mnli,0.4243,0.5747,0.0007,False,False,False,,,
MNLI-Nepali_test_3906,"तर यदि उनले आफ्नो समय अझ बढी त्याग गर्न तयार छिन् भने, उनले आफ्नो पैसा पनि अझ बढी त्याग गर्नेछिन्।",उनले आफ्नो समय र पैसा दिनेछिन्।,0,1,0,mdeberta,mnli,0.355,0.5854,0.0598,False,False,False,,,
MNLI-Nepali_test_7215,तपाईंलाई त्यो ढालमा के भरिएको थियो जस्तो लाग्छ?,उनीहरूको ढालमा केही भरिएको थियो।,0,1,0,mdeberta,mnli,0.4265,0.566,0.0081,False,False,False,,,
MNLI-Nepali_test_3021,"जाँचको क्षेत्र - के राज्य भित्रका कार्यक्रमहरूको विन्यास, वित्तीय स्रोत भित्र र ४५ सी.एफ.आर. अन्तर्गत उपयुक्त प्राथमिकता निर्णयहरूको अधीनमा छ?",कार्यक्रमहरू फरक-फरक तरिकामा कन्फिगर गरिएका हुन सक्छन्।,0,1,0,mdeberta,mnli,0.4077,0.586,0.0065,False,False,False,,,
MNLI-Nepali_test_4293,"जोनको आफ्नै हातमा रहेको खंजर पनि बाज जस्तो आकारको थियो, तीखो ब्लेडको दुवै छेउमा पखेटा उठाएको, उनको देब्रे हातमा आरामसँग बसेको थियो।",जोनको खंजर चरा जस्तो आकारको थियो।,0,2,0,mdeberta,mnli,0.3635,0.0386,0.5977,False,False,False,,,
