instance_id,premise,hypothesis,true_label,pred_label,correct,model,dataset,conf_label0,conf_label1,conf_label2,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
RTE-Nepali_test_108,हरेक वर्ष इजरायलले व्यक्तिहरूलाई केवल विवेकको कारणले सैन्य सेवा गर्न अस्वीकार गरेकै कारण जेल हाल्छ।,मानिसहरू सैन्य सेवा गर्नको सट्टा जेल जान जोखिम उठाउन इच्छुक छन्।,0,1,0,mdeberta,rte,0.1025,0.7056,0.1918,False,False,False,,,
RTE-Nepali_test_49,"प्रारम्भिक परीक्षणले प्रकोपको स्रोत अत्यधिक संक्रामक नोरोभाइरस भएको पहिचान गरेको छ, जसले नोभेम्बर ३ मा रोममा क्रूजमा चढ्नुभन्दा ठीक अघि धेरै अतिथिहरूलाई संक्रमित गरेको थियो, कार्निवलका अधिकारीहरूले भने।",नोरोभाइरस जहाजमा फैलिएको प्रकोपको स्रोत हो।,0,1,0,mdeberta,rte,0.1243,0.7036,0.172,False,False,False,,,
RTE-Nepali_test_299,"सिएटल — संयुक्त राष्ट्रसंघका ग्याङका नेता क्ले रुएचले मंगलबार कोकेन, गाँजा र अवैध लागुऔषधको नाफाको तस्करीको षड्यन्त्रमा अचम्मलाग्दो रूपमा दोषी स्वीकार गरेपछि कम्तिमा ३० वर्ष जेलमा बिताउनुपर्ने, अमेरिकी अधिवक्ता जेफ्री सुलिवानले बताए। सुलिवानले अदालत बाहिर भने कि रुएचको हिंसात्मक संयुक्त राष्ट्र ग्याङको नेतृत्व र अन्तर्राष्ट्रिय लागुऔषध षड्यन्त्रको परिष्कृतताले ३३ वर्षीय क्यानेडियनलाई लामो सजाय — जीवनभरसम्म — को लागि तर्क गर्न प्रयोग गरिने सबै कारकहरू हुनेछन्। र उनले जोड दिए कि रुएचसँग भएको निवेदन सम्झौतामा ",क्ले रुएच ३३ वर्षका हुन्।,0,1,0,mdeberta,rte,0.3752,0.4536,0.1713,False,False,False,,,
RTE-Nepali_test_39,"भूतको सर्ट सन् १८९२ मा एक भारतीय दुभाषियाद्वारा ग्लासगो संग्रहालयलाई दान गरिएको थियो र १०० वर्षदेखि आगन्तुकहरूको आकर्षणको केन्द्र बनेको छ। सन् १९९५ मा सिओक्स जनजातिका वंशजहरूले यसको फिर्ताको लागि निवेदन दिएपछि यो स्वामित्व विवादको विषय बन्यो। वाउन्डेड नी सर्भाइभर्स एसोसिएशन, जसमा लाकोटाका एक वृद्ध पनि समावेश थिए, ले यसलाई जनजातिलाई फिर्ता गराए।",एक सिओक्स भूतको सर्ट स्कटिश संग्रहालयले फिर्ता गर्‍यो।,0,2,0,mdeberta,rte,0.3223,0.0818,0.5957,False,False,False,,,
RTE-Nepali_test_369,"जंगली विशाल पाण्डाको संख्याको आजको उत्कृष्ट अनुमान करिब १,१०० व्यक्तिहरू हुन् जो चीनको सिचुआन प्रान्तमा, तर शान्सी र गान्सु प्रान्तहरूमा पनि ३२ वटा छुट्टाछुट्टै जनसङ्ख्यामा बसोबास गर्छन्।","चीनको जंगलमा १,१०० पाण्डा छन्।",0,1,0,mdeberta,rte,0.0151,0.94,0.0452,False,False,False,,,
RTE-Nepali_test_20,"क्रोएसियालीले प्रतिस्पर्धाको सामना गर्नेछ, विशेष गरी चिनियाँ मूलका अमेरिकी, माइकल चाङ, जो प्रतियोगितामा दोस्रो वरीयताका खेलाडी हुन्। आयोजकहरूले आशा गरेका छन् कि यस प्रतियोगिताले उनीहरूको देशहरूमा टेनिसको विकासमा योगदान पुर्याउनेछ।","क्रोएसियाली र एसियाली-अमेरिकी, माइकल चाङ (नम्बर दुई) एकअर्कासँग खेल्नेछन्, र आशा छ कि यसले उनीहरूको गृहनगरमा खेललाई लोकप्रिय बनाउनेछ।",0,1,0,mdeberta,rte,0.0522,0.946,0.0023,False,False,False,,,
RTE-Nepali_test_399,"शिमोगा: यहाँबाट करिब १५ किलोमिटर टाढा रहेको सक्रेबैल्लो हात्ती शिविरमा रहेका सबैभन्दा पुरानो हात्ती शिवुको स्वास्थ्य अवस्था यसका मर्मत कर्मचारीहरूका लागि चिन्ताको विषय बनेको छ। पेटमा तीव्र दुखाइ भएको भनिएको यो हात्तीले विगत एक हप्तादेखि कुनै कडा खाना खान मानेको छैन। यसलाई सहायक औषधि प्रणालीमा राखिएको छ। वन विभागको वन्यजन्तु शाखाका स्रोतहरूका अनुसार, ८५ वर्षीय हात्ती उमेर-सम्बन्धित कमजोरीबाट पीडित छ। यसको स्वास्थ्य अवस्थाले विभागका अधिकारीहरू र महावतहरूलाई चिन्तित बनाएको छ।",एउटा हात्ती ८५ वर्षको उमेरसम्म पुग्न सक्छ।,0,1,0,mdeberta,rte,0.0916,0.908,0.0004,False,False,True,,,
RTE-Nepali_test_237,शुक्रबार शिया क्षेत्र सदर सिटी नजिकैको एम्बुसमा पाँच अमेरिकी सैनिक मारिए र पाँच जना घाइते भए।,शुक्रबार शिया क्षेत्र सदर सिटी नजिकैको एम्बुसमा पाँच अमेरिकी सैनिक मारिए र पाँच जना घाइते भए।,0,1,0,mdeberta,rte,0.3362,0.426,0.238,False,False,False,,,
RTE-Nepali_test_457,"मिचेल ग्रान्जर र ब्रायन गुडेल्चलाई तुलना गर्दा, ब्रायन नै स्पष्ट विजेता हुनुपर्छ। १९७६ मा, मिशन भिइगो हाईमा विद्यार्थी हुँदा नै, ब्रायनले मोन्ट्रियलमा दुई ओलम्पिक स्वर्ण पदक जिते, ४००- र १,५००-मिटर फ्रीस्टाइल दुवैमा आफ्नै विश्व कीर्तिमान तोड्दै। उनले १९७९ को प्यान अमेरिकन गेम्समा तीन स्वर्ण पदक जिते।",ब्रायन गुडेल्चले १९७९ को प्यान अमेरिकन गेम्समा तीन स्वर्ण पदक जिते।,0,1,0,mdeberta,rte,0.0282,0.7207,0.2512,False,False,False,,,
RTE-Nepali_test_364,"""चीन सुडान सरकार र धेरै छिमेकी राज्यहरूलाई हल्का हतियारहरूको प्रमुख आपूर्तिकर्ता रहँदै आएको छ र अझै पनि छ,"" एर्नस्ट जान होगेन्डर्नले भने, जो डार्फर द्वन्द्वका १७ जना खेलाडीहरूलाई शान्तिमा बाधा पुर्‍याएको आरोपमा प्रतिबन्ध लगाउन सिफारिस गर्ने संयुक्त राष्ट्रका चार विशेषज्ञहरूको एक प्यानलका सदस्य हुन्। प्यानलको प्रतिवेदनले सुडानका छिमेकी चाड, लिबिया र इरिट्रियाले डार्फरलाई हतियार आपूर्ति गरेको र यस क्षेत्रमा धेरैजसो साना हतियार र गोलाबारुद चिनियाँ भएको पत्ता लगाएको छ। ""चिनियाँ हतियार र गोलाबारुद अन्य आपूर्तिकर्ताहरूको तुलनामा अपेक्षाकृत सस्तो छन् -- कतिपयले चीनले कम प्रश्न सोध्ने तर्क पनि गर्छन्,"" होगेन्डर्नले भने।","चीन, चाड, लिबिया र एरिट्रियाले सुडानलाई हतियार बेच्छन्।",0,1,0,mdeberta,rte,0.07,0.912,0.0178,False,False,False,,,
RTE-Nepali_test_485,"""होइन, हामीलाई समुद्री तटको यातायातबाट कुनै व्यवसाय मिल्दैन,"" बटलरले भने, जसको पुरुष पसल पाल्मेट्टोको क्रिस्पी क्रीम पछाडि एउटा सानो स्ट्रिप मलमा अवस्थित छ।",मेन'स सपिङ सेन्टर बटलरको स्वामित्वमा छ।,0,1,0,mdeberta,rte,0.0174,0.966,0.0174,False,False,True,,,
RTE-Nepali_test_140,नर्वेली प्रहरीले ओस्लोको राष्ट्रिय ग्यालरीबाट चोरी भएको एडभार्ड मन्चको चित्रकला 'द स्क्रिम' फेला परेपछि पक्राउ परेका तीनमध्ये एक जनालाई रिहा गरेको छ।,नर्वेली प्रहरीले मन्चको चित्रकला 'द स्क्रिम' चोरी गरेको आरोपमा तीन जनालाई पक्राउ गर्यो।,0,2,0,mdeberta,rte,0.225,0.1033,0.672,False,False,False,,,
RTE-Nepali_test_77,"दक्षिण क्यारोलिना जेसी ज्याक्सनको गृह राज्य भएकोले, अश्वेत समुदायमा धेरै बलियो प्रोत्साहन थियो।",जेसी ज्याक्सन दक्षिण क्यारोलिनामा जन्मेका थिए।,0,1,0,mdeberta,rte,0.0664,0.925,0.0088,False,False,False,,,
RTE-Nepali_test_144,"स्पेनका प्रधानमन्त्री जापाटेरोले हालै दक्षिण अमेरिकामा वामपन्थी ध्रुव निर्माण गर्ने प्रयासमा ब्राजिल, अर्जेन्टिना, चिली र उरुग्वेको भ्रमण गरे। उल्लेखित देशका दक्षिण अमेरिकी राष्ट्रपतिहरूले अन्तर्राष्ट्रिय स्तरमा, विशेष गरी संयुक्त राष्ट्रसंघ, युरोपेली संघ र पेरिस, बर्लिन र म्याड्रिडसँग सहकार्य गर्न सहमत भए।",ब्राजिल संयुक्त राष्ट्रसंघको सदस्य हो।,0,1,0,mdeberta,rte,0.0113,0.986,0.0029,False,False,False,,,
RTE-Nepali_test_340,"टाइम-लाइफ छोडेपछि, शुकर सार्वजनिक प्रसारण प्रयोगशालामा सामेल भए, जुन पीबीएसको अग्रदूत थियो, र दुई अग्रगामी फिल्महरूमा भाग लिए - 'द चेयर,' एउटा वकिलको बारेमा जसले मृत्युदण्ड पाएको मानिसलाई बचाउन खोज्दै थियो, र 'फ्री एट लास्ट,' डा. मार्टिन लुथर किङ जूनियरको बारेमा ९० मिनेटको वृत्तचित्र जुन संयोगवश सन् १९६८ मा किङको हत्या हुँदा बनाइँदै थियो।",मार्टिन लुथर किङको सन् १९६८ मा हत्या भएको थियो।,0,2,0,mdeberta,rte,0.29,0.1604,0.55,False,False,False,,,
RTE-Nepali_test_387,"एसियामा बाल श्रमिकको संख्या सबैभन्दा बढी छ, तर उप-सहारा अफ्रिकामा जनसंख्याको अनुपातमा काम गर्ने बालबालिकाको संख्या सबैभन्दा बढी छ।",एसियामा बाल श्रमको व्यापक प्रयोग गरिन्छ।,0,1,0,mdeberta,rte,0.4717,0.526,0.0024,False,False,False,,,
RTE-Nepali_test_290,"संस्थानको सफलता थुरको विश्वासको जाँच गर्न थालेपछि आयो कि रोमन सहर इफिससका अवशेषहरूमा रहेको अष्टभुजी चिहानमा अर्सिनोइको शरीर थियो। रोमन ग्रन्थहरूका अनुसार, हालको टर्कीमा रहेको यो सहरमा क्लियोपेट्रा र उनका तत्कालीन प्रेमी, जुलियस सिजर विरुद्धको शक्ति संघर्षमा पराजित भएपछि अर्सिनोइलाई देश निकाला गरिएको थियो। क्लियोपेट्राले, सिजरको मृत्युपछि अब मार्क एन्टोनीसँग मिलेर, आफ्नी कान्छी बहिनीलाई भविष्यमा इजिप्टको सिंहासनमाथि कुनै प्रयास गर्नबाट रोक्न रोमन जनरललाई मार्न आदेश दिएको भनिन्छ।",रानी क्लियोपेट्राले आफ्नी बहिनीको हत्या गर्न आदेश दिइन्।,0,2,0,mdeberta,rte,0.0717,0.3218,0.6064,False,False,False,,,
RTE-Nepali_test_91,"विश्वविद्यालयले पनि घटनाप्रति माफी माग्दै भन्यो, ""[हामी] यो घटना भएकोमा धेरै दुःखी छौं र व्यक्तिलाई कानुन अनुसार कारबाही गरिनेछ। विश्वविद्यालय छलफल, बहस र विचार-विमर्शका लागि हो, जुत्ता फाल्नेका लागि होइन।"" अधिकारीहरूका अनुसार, प्रधानमन्त्रीलाई कुनै वास्तविक खतरा थिएन। उक्त व्यक्ति फेब्रुअरी १० मा न्यायाधीश समक्ष उपस्थित हुनेछन्।",एक व्यक्तिले प्रधानमन्त्रीमाथि जुत्ता हाने।,0,2,0,mdeberta,rte,0.0431,0.1279,0.8286,False,False,True,,,
RTE-Nepali_test_2,"अधिवक्ताका रूपमा चिनिने सुल्तान अल-सावीले पीडितहरूको लागि आयोजित अन्त्येष्टि समारोहमा भने, ""तिनीहरू सबै इराकका बालबालिका थिए जुन बर्बर बम विष्फोटमा मारिए।""","अटर्नीले अन्त्येष्टिमा भने, ""तिनीहरू सबै क्रूर गोलाबारीमा मारिएका इराकीहरू थिए।""",0,2,0,mdeberta,rte,0.438,0.068,0.494,False,False,False,,,
RTE-Nepali_test_465,"पूर्व रक्षामन्त्री एनरिक लोपेज अल्बुजार ट्रिन्टका हत्याराहरू माओवादी आतंकवादी संगठन, शाइनिङ पाथका सदस्य भएको अनुमान गरिएको छ, किनकि आतंकवाद विरोधी डिभिजनले उनीहरूमध्ये एकलाई गेरार्डो ओलिभोस सिल्भाको रूपमा पहिचान गरेको छ, जुन साक्षीहरूको रिपोर्टबाट बनाइएको कम्पोजिट मार्फत गरिएको थियो।",गेरार्डो ओलिभोस सिल्भा माओवादी आतंकवादी संगठन शाइनिङ पाथका सदस्य हुन्।,0,1,0,mdeberta,rte,0.3645,0.625,0.0106,False,False,False,,,
RTE-Nepali_test_306,"लिइट्रिमको कथालाई रीटा लेवी-मोन्टालसिनीको कथासँग तुलना गर्नुहोस्, एक इटालियन नोबेल पुरस्कार विजेता जो गत बुधबार १०० वर्ष पुगेकी थिइन्। उनले रोममा रहेको युरोपेली मस्तिष्क अनुसन्धान संस्थानमा अझै पनि हरेक दिन काम गर्छिन्, जुन उनले स्थापना गरेकी थिइन्। उनलाई सन् २००१ मा आजीवन सिनेटर नियुक्त गरिएको थियो, र २००६ मा, ९७ वर्षको उमेरमा, उनले नवनिर्वाचित सिनेटको उद्घाटन सभामा भाग लिइन्। उनले उच्च सदनका छलफलहरूमा भाग लिन्छिन्, र २००४ मा इटालियन विद्यालयहरूमा विकासवादको शिक्षाको बचाउ गरिन्। उनले कुनै चाडपर्वको प्रतिबद्धताका कारण बिदा लिएको कुनै रेकर्ड छैन। स्पष्टतः उनले रोज अफ ट्रालीमा पनि आफ्नो पेट्री डिशबाट टाउको नउठाई काम गर्न सफल हुन्छिन्।",रीटा लेवी-मोन्टालसिनी नोबेल पुरस्कार विजेता हुन्।,0,2,0,mdeberta,rte,0.0104,0.0353,0.9546,False,False,True,,,
RTE-Nepali_test_344,राष्ट्रपति शिराकलाई सल्लाह दिइएको छ कि उनको आणविक परीक्षण पुनः सुरु गर्नाले फ्रान्सेली उत्पादनहरूको अन्तर्राष्ट्रिय बहिष्कारलाई उत्प्रेरित गर्नेछ।,फ्रान्सेली आणविक परीक्षणहरू रोक्न अन्तर्राष्ट्रिय दबाब दिइएको छ।,0,1,0,mdeberta,rte,0.2505,0.538,0.2114,False,False,False,,,
RTE-Nepali_test_406,"शहरको दक्षिणपूर्वी छेउमा, सोचिमिन्को, शहरले समाहित गरेको अर्को सानो शहर, यसको चिनाम्पास, वा ","सोचिमिन्को यसको चिनाम्पास, वा तैरिने बगैँचाका कारण एक लोकप्रिय पर्यटकीय गन्तव्य हो।",0,1,0,mdeberta,rte,0.0162,0.981,0.0031,False,False,False,,,
RTE-Nepali_test_325,बेलायती विदेश सचिव डगलस हर्डले अर्को हप्ता अर्जेन्टिनामा राष्ट्रपति कार्लोस मेनेमलाई भेट्नेछन्।,विदेश सचिव डगलस हर्डले अर्जेन्टिनाको भ्रमण गरे।,0,1,0,mdeberta,rte,0.2532,0.7437,0.003,False,False,False,,,
RTE-Nepali_test_464,"बोस्टन ग्लोब र यसका युनियनहरूबीचको वार्ता मध्यरातको समयसीमा नाघेर पनि जारी रह्यो, अखबार केही हप्ताभित्रै बन्द हुन सक्ने धम्कीका बीच। यसको मालिक, द न्यू योर्क टाइम्सले सोमबार सरकारलाई सूचना पेश गर्ने बताएको छ कि यदि लागत कटौतीमा कुनै सहमति नभएमा अखबार बन्द गरिनेछ। मालिकहरूले युनियनहरूलाई २० मिलियन डलर (१३.४ मिलियन पाउण्ड) बराबरको पैसा बचत गर्ने उपायहरूमा सहमत हुन चाहन्छन्। जीवनभरको लागि ग्यारेन्टी गरिएका जागिरहरू एउटा विवादको विषय बन्ने अपेक्षा गरिएको छ, जसमा युनियनहरूले ती वार्तालाप योग्य नभएको बताएका छन्।",द बोस्टन ग्लोब द न्यू योर्क टाइम्सको स्वामित्वमा छ।,0,2,0,mdeberta,rte,0.002,0.1005,0.8975,False,False,True,,,
RTE-Nepali_test_11,"सन् १९९४ मा पनि अर्जेन्टिना फकल्याण्ड टापुहरूप्रति अझै पनि मोहित थियो, जुन बेलायतसँग ७४ दिने युद्धमा पराजित भएको १२ वर्षपछि हो।",फकल्याण्ड युद्ध सन् १९८२ मा भएको थियो।,0,1,0,mdeberta,rte,0.0826,0.508,0.4097,False,False,False,,,
RTE-Nepali_test_192,"जिम्नास्टिक्स अष्ट्रेलियाको आग्रहमा आज अष्ट्रेलियाली चियरलिडरहरूलाई आफ्नो मध्यभाग छोप्न भनिएको छ, किनकि उनीहरूलाई लाग्छ कि यसले केटीहरूलाई आत्म-सचेत हुन प्रोत्साहित गर्छ। जिम्नास्टिक्स अष्ट्रेलियाकी प्रमुख नेरिन कूपरले सन्डे टेलिग्राफलाई भनिन्, “हामी चाहँदैनौं कि केटीहरूले युनिफर्मका कारण तौल घटाउन दबाब महसुस गरून्।” सिड्नी प्रोफेशनल डान्सर्सकी प्रमुख लिसा इन्सेले यसमा असहमति जनाइन्। उनले भनिन्, “यो साँच्चै हास्यास्पद छ, यदि मध्यभाग आपत्तिजनक छ भन्ने सोच छ भने, हरेक नृत्य विद्यालय र एथलेटिक्स क्लबले पनि यस्तै प्रतिबन्धको सामना गर्नुपर्नेछ।” यो प्रतिबन्धले जिम्नास्टिक्स अष्ट्रेलियामा दर्ता भएका करिब १५० टोलीलाई असर गर्नेछ।",लिसा इन्से सिड्नी प्रोफेशनल डान्सर्सकी प्रमुख हुन्।,0,2,0,mdeberta,rte,0.333,0.1536,0.5137,False,False,True,,,
RTE-Nepali_test_13,"कोटे डी आइभोरका राष्ट्रपति लरेन्ट गबागबोले जुलाई १४ मा नयाँ चुनाव कानूनहरू जारी गरे, जसमा अक्टोबर ३० मा हुने राष्ट्रपति चुनावको निरीक्षण गर्न एक स्वतन्त्र निर्वाचन आयोगको गठन पनि समावेश छ।",कोटे डी आइभोरमा नयाँ चुनाव अक्टोबर ३० मा हुनेछ।,0,1,0,mdeberta,rte,0.3923,0.4863,0.1212,False,False,False,,,
RTE-Nepali_test_412,"ह्वाइट हाउसले सेप्टेम्बर ११, २००१ भन्दा पहिले अल कायदाबाट घरेलु खतरामा कुनै कदम चालेन।",ह्वाइट हाउसले आक्रमणको खतरालाई बेवास्ता गर्यो।,0,1,0,mdeberta,rte,0.0622,0.606,0.3318,False,False,False,,,
RTE-Nepali_test_378,"शनिबार बिहान करिब ११ बजे इएसटीमा एडेनको खाडीमा इटालीबाट आएको अमेरिकी स्वामित्वको एक टगबोट १६ सदस्य चालक दलसहित अपहरण गरियो। इटालियन राजदूत पिएरान्द्रेया म्याजिस्ट्रेटिले ""एउटा डुङ्गा अपहरण भएको छ, मलाई लाग्छ सोमाली समुद्री डाकूहरूले गरेका हुन्"" भनी पुष्टि गरे। यसका साथै, नाटोको नर्थवुड समुद्री कमान्ड सेन्टरकी प्रवक्ता शोना लोले इटालियन झण्डा भएको टगबोट आज बिहान सोमालियाको उत्तरी तटबाट अपहरण भएको जानकारी दिइन्। लोले यो पनि पुष्टि गरिन् कि इटालियन सरकारी अधिकारीहरूका साथै टगबोटको स्वामित्व भएको कम्पनीले चालक दललाई मुक्त गराउने प्रयास गरिरहेका थिए, जसमध्ये दस जना इटालियन थिए।",एडेनको खाडी सोमालियाको उत्तरी तटमा अवस्थित छ।,0,1,0,mdeberta,rte,0.004,0.9937,0.0026,False,False,False,,,
RTE-Nepali_test_218,"चार्ल्स डार्विनलाई संसारभर घुमाउने डुङ्गाको ३.३ मिलियन पाउण्डको कार्यशील प्रतिकृति पेम्ब्रोकशायरको मिलफोर्ड हेभनमा निर्माण गर्ने योजनाहरू बनाइँदैछ। २००९ मा डार्विनको जन्मको २०० औं वार्षिकोत्सव मनाउनका लागि यस परियोजनाको लागि कोष सङ्कलन भइरहेको छ। यसको उद्देश्य एचएमएस बिगल जस्तै बाहिरबाट देखिने तर आधुनिक भित्री भाग भएको समुद्री जहाज निर्माण गर्नु हो। डार्विन, जसले प्राकृतिक चयनले कसरी विकासलाई व्याख्या गर्न सक्छ भनेर देखाएका थिए, १८३१-३६ सम्म बिगलमा यात्रा गरेका थिए।",चार्ल्स डार्विनले एचएमएस बिगल नामक जहाजमा यात्रा गरे।,0,2,0,mdeberta,rte,0.3984,0.0844,0.517,False,False,False,,,
